Start Year,Country,Start Month,Disaster Subtype,COUNT
2007,Iran (Islamic Republic of),6,Flash flood,1
2007,Iran (Islamic Republic of),6,Tropical cyclone,1
2007,Japan,3,Ground movement,1
2007,Japan,4,Ground movement,1
2007,Japan,7,Ground movement,1
2007,Japan,7,Riverine flood,1
2007,Japan,7,Tropical cyclone,1
2007,Japan,8,Heat wave,1
2007,Japan,8,Tropical cyclone,1
2007,Japan,9,Tropical cyclone,1
2007,Kyrgyzstan,4,Riverine flood,1
2007,Lebanon,10,Forest fire,1
2007,Malaysia,1,Riverine flood,1
2007,Malaysia,12,Riverine flood,1
2007,Maldives,5,Coastal flood,1
2007,Myanmar,5,Riverine flood,1
2007,Myanmar,6,Riverine flood,1
2007,Myanmar,7,Riverine flood,1
2007,Myanmar,8,Riverine flood,1
2007,Nepal,7,Riverine flood,1
2007,Oman,6,Tropical cyclone,1
2007,Pakistan,1,Landslide (wet),1
2007,Pakistan,3,Avalanche (wet),1
2007,Pakistan,3,Landslide (wet),1
2007,Pakistan,6,Flash flood,1
2007,Pakistan,6,Riverine flood,2
2007,Pakistan,6,Tropical cyclone,1
2007,Pakistan,7,Flood (General),1
2007,Pakistan,8,Flash flood,1
2007,Pakistan,8,Riverine flood,1
2007,Philippines,1,Riverine flood,1
2007,Philippines,7,Ash fall,1
2007,Philippines,8,Drought,1
2007,Philippines,8,Tropical cyclone,2
2007,Philippines,9,Tropical cyclone,3
2007,Philippines,10,Riverine flood,1
2007,Philippines,11,Coastal flood,2
2007,Philippines,11,Tropical cyclone,3
2007,Philippines,12,Riverine flood,1
2007,Republic of Korea,9,Flood (General),1
2007,Republic of Korea,9,Tropical cyclone,1
2007,Sri Lanka,1,Riverine flood,1
2007,Sri Lanka,5,Flash flood,1
2007,Sri Lanka,12,Riverine flood,1
2007,Taiwan (Province of China),8,Tropical cyclone,1
2007,Taiwan (Province of China),10,Tropical cyclone,1
2007,Tajikistan,4,Riverine flood,1
2007,Tajikistan,7,Flood (General),1
2007,Tajikistan,7,Ground movement,1
2007,Tajikistan,12,Avalanche (wet),1
2007,Thailand,4,Flash flood,1
2007,Thailand,5,Riverine flood,1
2007,Thailand,9,Riverine flood,1
2007,Thailand,10,Riverine flood,1
2007,Thailand,12,Riverine flood,1
2007,Timor-Leste,2,Drought,1
2007,Timor-Leste,6,Riverine flood,1
2007,Timor-Leste,12,Flood (General),1
2007,Türkiye,5,Riverine flood,1
2007,Türkiye,6,Heat wave,1
2007,Türkiye,8,Riverine flood,1
2007,Türkiye,11,Riverine flood,1
2007,Viet Nam,8,Coastal flood,1
2007,Viet Nam,9,Tropical cyclone,1
2007,Viet Nam,10,Flood (General),1
2007,Viet Nam,10,Riverine flood,2
2007,Viet Nam,11,Coastal flood,1
2007,Yemen,1,Riverine flood,1
2007,Yemen,3,Flash flood,1
2007,Yemen,8,Riverine flood,1
2007,Yemen,9,Ash fall,1
2008,Afghanistan,1,Severe winter conditions,1
2008,Afghanistan,8,Flash flood,1
2008,Afghanistan,10,Drought,1
2008,Bangladesh,3,Tropical cyclone,1
2008,Bangladesh,6,Riverine flood,1
2008,Bangladesh,8,Landslide (wet),1
2008,Bangladesh,8,Riverine flood,1
2008,Bangladesh,10,Tropical cyclone,1
2008,China,1,Severe winter conditions,1
2008,China,2,Severe winter conditions,1
2008,China,3,Avalanche (wet),1
2008,China,4,Sand/Dust storm,1
2008,China,4,Tropical cyclone,1
2008,China,5,Ground movement,2
2008,China,5,Riverine flood,2
2008,China,6,Hail,1
2008,China,6,Landslide (wet),1
2008,China,6,Riverine flood,1
2008,China,6,Tropical cyclone,1
2008,China,7,Landslide (wet),1
2008,China,7,Riverine flood,1
2008,China,7,Tropical cyclone,1
2008,China,8,Ground movement,3
2008,China,8,Riverine flood,1
2008,China,8,Tropical cyclone,2
2008,China,9,Landslide (wet),1
2008,China,9,Tropical cyclone,2
2008,China,10,Ground movement,1
2008,China,10,Riverine flood,2
2008,China,11,Drought,1
2008,China,12,Ground movement,1
2008,"China, Hong Kong Special Administrative Region",8,Tropical cyclone,1
2008,"China, Hong Kong Special Administrative Region",9,Tropical cyclone,2
2008,India,2,Landslide (wet),1
2008,India,3,Flood (General),1
2008,India,5,Sand/Dust storm,1
2008,India,6,Flash flood,1
2008,India,7,Riverine flood,2
2008,India,8,Riverine flood,1
2008,India,9,Riverine flood,2
2008,India,11,Flash flood,1
2008,India,12,Cold wave,1
2008,Indonesia,1,Riverine flood,2
2008,Indonesia,2,Flash flood,1
2008,Indonesia,2,Ground movement,1
2008,Indonesia,2,Riverine flood,2
2008,Indonesia,3,Riverine flood,2
2008,Indonesia,4,Ash fall,1
2008,Indonesia,4,Flash flood,1
2008,Indonesia,5,Landslide (wet),1
2008,Indonesia,9,Ground movement,1
2008,Indonesia,9,Riverine flood,1
2008,Indonesia,10,Riverine flood,1
2008,Indonesia,11,Ground movement,1
2008,Indonesia,11,Riverine flood,1
2008,Indonesia,12,Riverine flood,1
2008,Iran (Islamic Republic of),1,Blizzard/Winter storm,1
2008,Iran (Islamic Republic of),5,Ground movement,1
2008,Iran (Islamic Republic of),8,Riverine flood,1
2008,Iran (Islamic Republic of),9,Ground movement,1
2008,Iran (Islamic Republic of),9,Riverine flood,1
2008,Iraq,9,Riverine flood,1
2008,Japan,6,Ground movement,1
2008,Japan,7,Ground movement,1
2008,Japan,7,Heat wave,1
2008,Japan,7,Riverine flood,1
2008,Kazakhstan,2,Riverine flood,1
2008,Kyrgyzstan,1,Ground movement,1
2008,Kyrgyzstan,10,Ground movement,1
2008,Lao People's Democratic Republic,8,Riverine flood,1
2008,Malaysia,12,Flash flood,1
2008,Malaysia,12,Riverine flood,1
2008,Mongolia,5,Blizzard/Winter storm,1
2008,Myanmar,5,Tropical cyclone,1
2008,Nepal,7,Riverine flood,1
2008,Nepal,9,Riverine flood,1
2008,Pakistan,5,Riverine flood,1
2008,Pakistan,8,Riverine flood,2
2008,Pakistan,10,Ground movement,1
2008,Philippines,1,Riverine flood,1
2008,Philippines,2,Riverine flood,1
2008,Philippines,4,Tropical cyclone,1
2008,Philippines,5,Tropical cyclone,2
2008,Philippines,6,Flash flood,1
2008,Philippines,6,Riverine flood,1
2008,Philippines,6,Tropical cyclone,1
2008,Philippines,7,Tropical cyclone,2
2008,Philippines,8,Riverine flood,1
2008,Philippines,8,Tropical cyclone,2
2008,Philippines,9,Landslide (wet),1
2008,Philippines,9,Riverine flood,1
2008,Philippines,9,Tropical cyclone,2
2008,Philippines,11,Flash flood,1
2008,Philippines,11,Tropical cyclone,1
2008,Philippines,12,Riverine flood,1
2008,Republic of Korea,5,Coastal flood,1
2008,Sri Lanka,3,Riverine flood,1
2008,Sri Lanka,4,Tropical cyclone,1
2008,Sri Lanka,5,Flash flood,1
2008,Sri Lanka,11,Flash flood,1
2008,State of Palestine,10,Flash flood,1
2008,Taiwan (Province of China),7,Tropical cyclone,2
2008,Taiwan (Province of China),9,Tropical cyclone,3
2008,Tajikistan,1,Severe winter conditions,1
2008,Tajikistan,10,Drought,1
2008,Thailand,4,Drought,1
2008,Thailand,5,Tropical cyclone,1
2008,Thailand,8,Tropical cyclone,1
2008,Thailand,9,Riverine flood,1
2008,Thailand,11,Flash flood,1
2008,Thailand,12,Flash flood,1
2008,Türkiye,8,Forest fire,1
2008,Viet Nam,5,Flash flood,1
2008,Viet Nam,8,Riverine flood,1
2008,Viet Nam,8,Tropical cyclone,1
2008,Viet Nam,9,Tropical cyclone,2
2008,Viet Nam,10,Flash flood,1
2008,Viet Nam,10,Riverine flood,1
2008,Viet Nam,11,Tropical cyclone,2
2008,Viet Nam,12,Riverine flood,1
2008,Yemen,10,Flash flood,1
2009,Afghanistan,1,Avalanche (wet),1
2009,Afghanistan,3,Riverine flood,1
2009,Afghanistan,4,Flash flood,1
2009,Afghanistan,4,Ground movement,1
2009,Afghanistan,9,Riverine flood,1
2009,Azerbaijan,9,Riverine flood,1
2009,Bangladesh,4,Tropical cyclone,1
2009,Bangladesh,5,Tropical cyclone,1
2009,Bangladesh,7,Drought,1
2009,Bangladesh,7,Riverine flood,2
2009,Bangladesh,12,Cold wave,1
2009,Bhutan,5,Tropical cyclone,1
2009,Bhutan,9,Ground movement,1
2009,Cambodia,9,Tropical cyclone,1
2009,Cambodia,11,Tropical cyclone,1
2009,China,1,Ground movement,1
2009,China,4,Riverine flood,1
2009,China,6,Drought,1
2009,China,6,Hail,1
2009,China,6,Landslide (wet),1
2009,China,6,Riverine flood,2
2009,China,6,Severe weather,1
2009,China,7,Ground movement,1
2009,China,7,Landslide (wet),2
2009,China,7,Riverine flood,3
2009,China,8,Landslide (wet),1
2009,China,8,Lightning/Thunderstorms,1
2009,China,8,Riverine flood,1
2009,China,8,Severe weather,1
2009,China,8,Tropical cyclone,2
2009,China,9,Tropical cyclone,1
2009,China,10,Drought,1
2009,China,10,Tropical cyclone,1
2009,China,11,Blizzard/Winter storm,2
2009,China,11,Landslide (wet),1
2009,"China, Hong Kong Special Administrative Region",9,Tropical cyclone,1
2009,Georgia,9,Ground movement,1
2009,India,3,Tornado,1
2009,India,4,Heat wave,1
2009,India,5,Severe weather,1
2009,India,5,Tropical cyclone,1
2009,India,6,Lightning/Thunderstorms,1
2009,India,6,Severe weather,1
2009,India,7,Drought,1
2009,India,7,Flash flood,1
2009,India,7,Riverine flood,1
2009,India,8,Landslide (wet),1
2009,India,8,Riverine flood,1
2009,India,9,Landslide (wet),1
2009,India,9,Riverine flood,1
2009,India,10,Riverine flood,1
2009,India,11,Riverine flood,1
2009,India,11,Tropical cyclone,1
2009,Indonesia,1,Flash flood,1
2009,Indonesia,1,Ground movement,1
2009,Indonesia,1,Landslide (wet),1
2009,Indonesia,2,Ground movement,1
2009,Indonesia,3,Riverine flood,1
2009,Indonesia,9,Flash flood,1
2009,Indonesia,9,Ground movement,2
2009,Indonesia,10,Flash flood,1
2009,Indonesia,11,Ground movement,1
2009,Indonesia,11,Landslide (wet),1
2009,Indonesia,12,Flash flood,1
2009,Iran (Islamic Republic of),11,Ground movement,1
2009,Iraq,10,Flash flood,1
2009,Japan,7,Heat wave,1
2009,Japan,7,Landslide (wet),2
2009,Japan,8,Tropical cyclone,1
2009,Japan,8,Tsunami,1
2009,Japan,10,Tropical cyclone,1
2009,Lao People's Democratic Republic,8,Riverine flood,1
2009,Lao People's Democratic Republic,9,Tropical cyclone,1
2009,Malaysia,11,Riverine flood,2
2009,Mongolia,7,Riverine flood,1
2009,Mongolia,12,Cold wave,1
2009,Myanmar,7,Landslide (wet),1
2009,Nepal,7,Landslide (wet),1
2009,Nepal,7,Riverine flood,1
2009,Nepal,10,Riverine flood,1
2009,Nepal,12,Cold wave,1
2009,Pakistan,4,Flash flood,1
2009,Pakistan,7,Riverine flood,1
2009,Pakistan,8,Flash flood,1
2009,Philippines,1,Flash flood,1
2009,Philippines,1,Riverine flood,2
2009,Philippines,4,Tropical cyclone,1
2009,Philippines,5,Flash flood,1
2009,Philippines,5,Landslide (wet),1
2009,Philippines,5,Riverine flood,1
2009,Philippines,5,Tornado,1
2009,Philippines,5,Tropical cyclone,1
2009,Philippines,7,Flash flood,2
2009,Philippines,7,Tropical cyclone,2
2009,Philippines,8,Riverine flood,1
2009,Philippines,8,Tropical cyclone,2
2009,Philippines,9,Ground movement,1
2009,Philippines,9,Tropical cyclone,5
2009,Philippines,10,Tropical cyclone,1
2009,Philippines,11,Tropical cyclone,1
2009,Philippines,12,Ash fall,1
2009,Saudi Arabia,11,Riverine flood,1
2009,Sri Lanka,8,Flash flood,1
2009,Sri Lanka,11,Flash flood,1
2009,Sri Lanka,12,Flash flood,1
2009,Taiwan (Province of China),8,Tropical cyclone,1
2009,Tajikistan,4,Riverine flood,1
2009,Thailand,11,Riverine flood,1
2009,Türkiye,1,Avalanche (wet),1
2009,Türkiye,7,Riverine flood,1
2009,Türkiye,9,Flash flood,1
2009,Türkiye,11,Landslide (wet),1
2009,Viet Nam,7,Riverine flood,1
2009,Viet Nam,9,Riverine flood,1
2009,Viet Nam,9,Tropical cyclone,1
2009,Viet Nam,10,Tropical cyclone,1
2009,Viet Nam,11,Landslide (wet),1
2009,Viet Nam,11,Tropical cyclone,1
2009,Yemen,8,Landslide (wet),1
2010,Afghanistan,2,Avalanche (wet),1
2010,Afghanistan,3,Avalanche (wet),1
2010,Afghanistan,4,Ground movement,1
2010,Afghanistan,5,Riverine flood,1
2010,Afghanistan,7,Riverine flood,1
2010,Azerbaijan,5,Riverine flood,1
2010,Bangladesh,4,Tropical cyclone,2
2010,Bangladesh,5,Lightning/Thunderstorms,1
2010,Bangladesh,6,Flash flood,1
2010,Bangladesh,6,Landslide (wet),1
2010,Bangladesh,10,Riverine flood,1
2010,Cambodia,10,Riverine flood,1
2010,China,1,Blizzard/Winter storm,1
2010,China,1,Ground movement,2
2010,China,2,Ground movement,1
2010,China,3,Landslide (wet),1
2010,China,4,Ground movement,1
2010,China,5,Landslide (wet),1
2010,China,5,Riverine flood,1
2010,China,5,Tornado,1
2010,China,6,Landslide (wet),1
2010,China,6,Riverine flood,1
2010,China,7,Landslide (wet),1
2010,China,7,Tropical cyclone,1
2010,China,8,Ground movement,1
2010,China,8,Landslide (wet),3
2010,China,8,Riverine flood,2
2010,China,9,Landslide (wet),1
2010,China,9,Tropical cyclone,2
2010,China,10,Riverine flood,1
2010,China,10,Tropical cyclone,1
2010,China,12,Drought,1
2010,China,12,"Land fire (Brush, Bush, Pasture)",1
2010,"China, Hong Kong Special Administrative Region",7,Tropical cyclone,1
2010,Democratic People's Republic of Korea,7,Riverine flood,1
2010,Democratic People's Republic of Korea,8,Riverine flood,1
2010,Democratic People's Republic of Korea,9,Tropical cyclone,1
2010,India,1,Cold wave,1
2010,India,2,Avalanche (wet),1
2010,India,3,Heat wave,1
2010,India,4,Hail,1
2010,India,4,Tropical cyclone,1
2010,India,5,Riverine flood,1
2010,India,5,Severe weather,1
2010,India,5,Storm (General),1
2010,India,5,Tropical cyclone,1
2010,India,7,Riverine flood,2
2010,India,8,Flash flood,1
2010,India,8,Lightning/Thunderstorms,1
2010,India,9,Riverine flood,3
2010,India,10,Tropical cyclone,1
2010,India,11,Riverine flood,1
2010,Indonesia,1,Flash flood,1
2010,Indonesia,1,Riverine flood,1
2010,Indonesia,2,Riverine flood,1
2010,Indonesia,6,Ground movement,1
2010,Indonesia,7,Riverine flood,1
2010,Indonesia,8,Ash fall,1
2010,Indonesia,9,Riverine flood,1
2010,Indonesia,10,Ash fall,1
2010,Indonesia,10,Flash flood,1
2010,Indonesia,10,Landslide (wet),1
2010,Indonesia,10,Tsunami,1
2010,Indonesia,11,Flash flood,1
2010,Iran (Islamic Republic of),1,Ground movement,1
2010,Iran (Islamic Republic of),7,Ground movement,2
2010,Iran (Islamic Republic of),8,Ground movement,1
2010,Iran (Islamic Republic of),11,Ground movement,1
2010,Iran (Islamic Republic of),12,Ground movement,1
2010,Israel,1,Riverine flood,1
2010,Israel,12,Forest fire,1
2010,Japan,7,Heat wave,1
2010,Japan,7,Riverine flood,1
2010,Kazakhstan,2,Flash flood,1
2010,Kazakhstan,3,Riverine flood,1
2010,Kyrgyzstan,6,Landslide (wet),1
2010,Myanmar,6,Landslide (wet),1
2010,Myanmar,10,Tropical cyclone,1
2010,Nepal,7,Riverine flood,1
2010,Nepal,8,Riverine flood,1
2010,Oman,6,Tropical cyclone,1
2010,Pakistan,1,Landslide (wet),1
2010,Pakistan,2,Avalanche (wet),1
2010,Pakistan,2,Riverine flood,1
2010,Pakistan,6,Riverine flood,1
2010,Pakistan,6,Tropical cyclone,1
2010,Pakistan,7,Flash flood,2
2010,Philippines,1,Flash flood,1
2010,Philippines,1,Landslide (wet),1
2010,Philippines,1,Riverine flood,1
2010,Philippines,5,Riverine flood,1
2010,Philippines,6,Riverine flood,1
2010,Philippines,7,Riverine flood,1
2010,Philippines,7,Tropical cyclone,1
2010,Philippines,8,Flash flood,1
2010,Philippines,8,Tropical cyclone,1
2010,Philippines,9,Flash flood,1
2010,Philippines,10,Tropical cyclone,1
2010,Philippines,11,Ash fall,1
2010,Philippines,11,Riverine flood,1
2010,Philippines,12,Flash flood,1
2010,Republic of Korea,9,Tropical cyclone,1
2010,Saudi Arabia,7,Riverine flood,2
2010,Sri Lanka,5,Riverine flood,1
2010,Sri Lanka,11,Flash flood,1
2010,State of Palestine,1,Riverine flood,1
2010,Taiwan (Province of China),3,Ground movement,1
2010,Taiwan (Province of China),9,Tropical cyclone,1
2010,Taiwan (Province of China),10,Tropical cyclone,1
2010,Tajikistan,1,Ground movement,1
2010,Tajikistan,4,Riverine flood,1
2010,Tajikistan,5,Riverine flood,1
2010,Thailand,3,Drought,1
2010,Thailand,10,Riverine flood,1
2010,Türkiye,3,Ground movement,1
2010,Türkiye,8,Landslide (wet),1
2010,Viet Nam,7,Tropical cyclone,2
2010,Viet Nam,8,Tropical cyclone,1
2010,Viet Nam,10,Flash flood,1
2010,Viet Nam,10,Riverine flood,2
2010,Viet Nam,11,Riverine flood,1
2010,Yemen,5,Riverine flood,1
2010,Yemen,7,Riverine flood,1
2011,Afghanistan,1,Drought,1
2011,Afghanistan,2,Blizzard/Winter storm,1
2011,Afghanistan,2,Riverine flood,1
2011,Afghanistan,5,Riverine flood,1
2011,Bangladesh,1,Cold wave,1
2011,Bangladesh,4,Severe weather,1
2011,Bangladesh,7,Flash flood,1
2011,Bangladesh,7,Landslide (wet),1
2011,Bangladesh,12,Cold wave,1
2011,Bhutan,9,Ground movement,1
2011,Cambodia,8,Riverine flood,1
2011,China,1,Cold wave,1
2011,China,2,Ground movement,1
2011,China,3,Ground movement,2
2011,China,4,Hail,1
2011,China,5,Landslide (wet),1
2011,China,6,Ground movement,1
2011,China,6,Riverine flood,2
2011,China,6,Tropical cyclone,2
2011,China,7,Landslide (wet),1
2011,China,7,Riverine flood,1
2011,China,8,Ground movement,1
2011,China,8,Riverine flood,1
2011,China,8,Tropical cyclone,1
2011,China,9,Ground movement,1
2011,China,9,Riverine flood,1
2011,China,9,Tropical cyclone,1
2011,China,11,Ground movement,1
2011,Democratic People's Republic of Korea,6,Riverine flood,1
2011,Democratic People's Republic of Korea,7,Riverine flood,1
2011,Democratic People's Republic of Korea,8,Tropical cyclone,1
2011,Georgia,6,Flash flood,1
2011,India,1,Cold wave,1
2011,India,4,Lightning/Thunderstorms,1
2011,India,5,Lightning/Thunderstorms,1
2011,India,6,Riverine flood,1
2011,India,7,Riverine flood,1
2011,India,8,Riverine flood,3
2011,India,9,Ground movement,1
2011,India,9,Riverine flood,2
2011,India,12,Cold wave,1
2011,India,12,Tropical cyclone,1
2011,Indonesia,1,Riverine flood,1
2011,Indonesia,2,Flash flood,1
2011,Indonesia,3,Riverine flood,2
2011,Indonesia,3,Tsunami,1
2011,Indonesia,4,Riverine flood,1
2011,Indonesia,5,Landslide (wet),1
2011,Indonesia,7,Ash fall,1
2011,Indonesia,9,Ground movement,1
2011,Indonesia,11,Landslide (wet),1
2011,Indonesia,12,Ash fall,1
2011,Indonesia,12,Riverine flood,1
2011,Iraq,4,Flash flood,1
2011,Japan,3,Tsunami,1
2011,Japan,4,Ground movement,1
2011,Japan,7,Flood (General),1
2011,Japan,7,Heat wave,1
2011,Japan,7,Storm (General),1
2011,Japan,9,Tropical cyclone,2
2011,Kazakhstan,4,Riverine flood,1
2011,Kyrgyzstan,7,Ground movement,1
2011,Lao People's Democratic Republic,6,Riverine flood,1
2011,Lao People's Democratic Republic,8,Flash flood,1
2011,Malaysia,1,Riverine flood,1
2011,Malaysia,5,Landslide (wet),1
2011,Myanmar,3,Ground movement,1
2011,Myanmar,10,Flash flood,1
2011,Nepal,1,Cold wave,1
2011,Nepal,6,Riverine flood,1
2011,Nepal,7,Landslide (wet),2
2011,Nepal,7,Riverine flood,1
2011,Nepal,9,Ground movement,1
2011,Nepal,12,Cold wave,1
2011,Oman,11,Tropical cyclone,1
2011,Pakistan,1,Ground movement,1
2011,Pakistan,8,Riverine flood,1
2011,Philippines,1,Riverine flood,1
2011,Philippines,2,Ash fall,1
2011,Philippines,2,Riverine flood,1
2011,Philippines,3,Ash fall,1
2011,Philippines,3,Flash flood,1
2011,Philippines,3,Riverine flood,1
2011,Philippines,4,Landslide (wet),1
2011,Philippines,5,Flash flood,1
2011,Philippines,5,Riverine flood,1
2011,Philippines,5,Tropical cyclone,2
2011,Philippines,6,Flash flood,1
2011,Philippines,6,Tropical cyclone,3
2011,Philippines,7,Flash flood,1
2011,Philippines,7,Landslide (wet),1
2011,Philippines,7,Tropical cyclone,1
2011,Philippines,8,Landslide (wet),1
2011,Philippines,8,Riverine flood,1
2011,Philippines,8,Tropical cyclone,2
2011,Philippines,9,Flash flood,1
2011,Philippines,9,Tropical cyclone,1
2011,Philippines,10,Flash flood,1
2011,Philippines,10,Tropical cyclone,2
2011,Philippines,11,Flash flood,1
2011,Philippines,11,Ground movement,1
2011,Philippines,11,Riverine flood,1
2011,Philippines,12,Riverine flood,2
2011,Philippines,12,Tropical cyclone,1
2011,Republic of Korea,7,Landslide (wet),1
2011,Republic of Korea,7,Riverine flood,2
2011,Saudi Arabia,1,Riverine flood,1
2011,Sri Lanka,1,Riverine flood,1
2011,Sri Lanka,2,Riverine flood,1
2011,Sri Lanka,5,Riverine flood,1
2011,Sri Lanka,11,Severe weather,1
2011,Tajikistan,6,Riverine flood,1
2011,Tajikistan,7,Ground movement,1
2011,Thailand,3,Flash flood,1
2011,Thailand,3,Ground movement,1
2011,Thailand,6,Drought,1
2011,Thailand,8,Riverine flood,1
2011,Thailand,8,Tropical cyclone,1
2011,Türkiye,5,Ground movement,1
2011,Türkiye,10,Ground movement,1
2011,Türkiye,10,Riverine flood,1
2011,Türkiye,11,Ground movement,1
2011,Uzbekistan,7,Ground movement,1
2011,Viet Nam,6,Lightning/Thunderstorms,1
2011,Viet Nam,6,Tropical cyclone,1
2011,Viet Nam,9,Riverine flood,2
2011,Viet Nam,10,Riverine flood,1
2012,Afghanistan,1,Avalanche (wet),1
2012,Afghanistan,1,Severe winter conditions,1
2012,Afghanistan,3,Avalanche (wet),2
2012,Afghanistan,4,Flash flood,1
2012,Afghanistan,4,Riverine flood,1
2012,Afghanistan,5,Flash flood,1
2012,Afghanistan,5,Riverine flood,2
2012,Afghanistan,6,Ground movement,1
2012,Afghanistan,6,Riverine flood,1
2012,Azerbaijan,2,Cold wave,1
2012,Azerbaijan,5,Ground movement,2
2012,Bangladesh,4,Severe weather,1
2012,Bangladesh,6,Riverine flood,1
2012,Bangladesh,9,Riverine flood,1
2012,Bangladesh,10,Storm (General),1
2012,Bangladesh,12,Cold wave,1
2012,Cambodia,9,Flash flood,1
2012,China,2,Severe winter conditions,1
2012,China,3,Ground movement,1
2012,China,4,Lightning/Thunderstorms,2
2012,China,4,Riverine flood,1
2012,China,5,Riverine flood,2
2012,China,6,Ground movement,2
2012,China,6,Riverine flood,1
2012,China,7,Ground movement,1
2012,China,7,Riverine flood,5
2012,China,7,Tropical cyclone,1
2012,China,8,Riverine flood,2
2012,China,8,Tropical cyclone,4
2012,China,9,Ground movement,1
2012,China,9,Riverine flood,1
2012,China,10,Landslide (wet),1
2012,China,10,Tropical cyclone,1
2012,China,12,Ground movement,1
2012,Democratic People's Republic of Korea,4,Drought,1
2012,Democratic People's Republic of Korea,7,Riverine flood,1
2012,Democratic People's Republic of Korea,8,Tropical cyclone,1
2012,Georgia,5,Flash flood,1
2012,Georgia,7,Lightning/Thunderstorms,1
2012,India,1,Cold wave,1
2012,India,2,Avalanche (dry),1
2012,India,6,Riverine flood,1
2012,India,8,Riverine flood,3
2012,India,9,Riverine flood,2
2012,India,11,Tropical cyclone,1
2012,India,12,Cold wave,1
2012,Indonesia,1,Storm (General),1
2012,Indonesia,2,Tornado,1
2012,Indonesia,4,Ground movement,1
2012,Indonesia,5,Landslide (wet),2
2012,Indonesia,5,Riverine flood,1
2012,Indonesia,7,Flash flood,1
2012,Indonesia,7,Riverine flood,1
2012,Indonesia,8,Flash flood,1
2012,Indonesia,8,Ground movement,1
2012,Indonesia,9,Flash flood,1
2012,Indonesia,11,Riverine flood,1
2012,Indonesia,12,Riverine flood,1
2012,Iran (Islamic Republic of),1,Ground movement,1
2012,Iran (Islamic Republic of),8,Ground movement,1
2012,Iran (Islamic Republic of),10,Riverine flood,1
2012,Iran (Islamic Republic of),12,Ground movement,1
2012,Iraq,12,Riverine flood,1
2012,Japan,1,Blizzard/Winter storm,1
2012,Japan,4,Severe weather,1
2012,Japan,5,Lightning/Thunderstorms,1
2012,Japan,7,Riverine flood,1
2012,Japan,8,Tropical cyclone,1
2012,Japan,9,Tropical cyclone,2
2012,Kazakhstan,2,Riverine flood,1
2012,Kazakhstan,12,Severe winter conditions,1
2012,Kyrgyzstan,4,Riverine flood,1
2012,Kyrgyzstan,12,Cold wave,1
2012,Myanmar,7,Riverine flood,1
2012,Myanmar,11,Ground movement,1
2012,Nepal,5,Riverine flood,1
2012,Nepal,9,Avalanche (wet),1
2012,Pakistan,4,Avalanche (wet),1
2012,Pakistan,8,Riverine flood,2
2012,Pakistan,9,Flash flood,1
2012,Pakistan,11,Landslide (wet),1
2012,Philippines,1,Landslide (wet),1
2012,Philippines,1,Riverine flood,1
2012,Philippines,2,Ground movement,1
2012,Philippines,2,Riverine flood,2
2012,Philippines,3,Riverine flood,1
2012,Philippines,6,Flash flood,2
2012,Philippines,6,Riverine flood,1
2012,Philippines,7,Tropical cyclone,1
2012,Philippines,8,Ground movement,1
2012,Philippines,8,Riverine flood,1
2012,Philippines,8,Tropical cyclone,2
2012,Philippines,9,Ground movement,1
2012,Philippines,9,Tropical cyclone,2
2012,Philippines,10,Tropical cyclone,2
2012,Philippines,12,Tropical cyclone,2
2012,Republic of Korea,8,Tropical cyclone,2
2012,Republic of Korea,9,Tropical cyclone,1
2012,Saudi Arabia,4,Riverine flood,1
2012,Sri Lanka,1,Drought,1
2012,Sri Lanka,10,Tropical cyclone,1
2012,Sri Lanka,12,Riverine flood,1
2012,State of Palestine,2,Riverine flood,1
2012,Taiwan (Province of China),6,Riverine flood,1
2012,Taiwan (Province of China),8,Tropical cyclone,2
2012,Tajikistan,2,Riverine flood,1
2012,Tajikistan,2,Severe winter conditions,1
2012,Tajikistan,5,Ground movement,1
2012,Thailand,4,Drought,1
2012,Thailand,8,Riverine flood,1
2012,Türkiye,7,Riverine flood,1
2012,Viet Nam,7,Tropical cyclone,1
2012,Viet Nam,8,Tropical cyclone,1
2012,Viet Nam,9,Riverine flood,1
2012,Viet Nam,10,Tropical cyclone,1
2013,Afghanistan,2,Riverine flood,1
2013,Afghanistan,4,Ground movement,1
2013,Afghanistan,4,Riverine flood,1
2013,Afghanistan,8,Riverine flood,2
2013,Afghanistan,9,Landslide (wet),1
2013,Armenia,5,Severe weather,1
2013,Armenia,12,Severe winter conditions,1
2013,Bangladesh,3,Severe weather,1
2013,Bangladesh,3,Tornado,1
2013,Bangladesh,5,Tropical cyclone,1
2013,Cambodia,9,Riverine flood,1
2013,China,1,Drought,1
2013,China,1,Landslide (dry),1
2013,China,2,Blizzard/Winter storm,1
2013,China,3,Ground movement,1
2013,China,3,Landslide (wet),1
2013,China,3,Lightning/Thunderstorms,2
2013,China,4,Ground movement,2
2013,China,4,Landslide (wet),1
2013,China,4,Lightning/Thunderstorms,1
2013,China,5,Riverine flood,4
2013,China,6,Lightning/Thunderstorms,1
2013,China,6,Riverine flood,3
2013,China,7,Ground movement,1
2013,China,7,Heat wave,1
2013,China,7,Landslide (wet),1
2013,China,7,Riverine flood,3
2013,China,7,Tropical cyclone,3
2013,China,8,Ground movement,1
2013,China,8,Riverine flood,2
2013,China,8,Tropical cyclone,3
2013,China,9,Riverine flood,1
