Start Year,Country,Start Month,Disaster Subtype,COUNT
2000,Republic of Korea,7,Flood (General),1
2000,Republic of Korea,8,Flash flood,1
2000,Republic of Korea,8,Tropical cyclone,1
2000,Republic of Korea,9,Tropical cyclone,1
2000,Sri Lanka,9,Riverine flood,1
2000,Sri Lanka,11,Riverine flood,1
2000,Sri Lanka,12,Tropical cyclone,1
2000,Taiwan (Province of China),8,Tropical cyclone,1
2000,Taiwan (Province of China),11,Tropical cyclone,1
2000,Tajikistan,5,Drought,1
2000,Tajikistan,10,Ground movement,1
2000,Thailand,6,Flood (General),1
2000,Thailand,7,Flood (General),1
2000,Thailand,8,Tropical cyclone,1
2000,Thailand,9,Riverine flood,1
2000,Thailand,11,Riverine flood,1
2000,Turkmenistan,12,Ground movement,1
2000,Türkiye,4,Forest fire,1
2000,Türkiye,5,Ground movement,1
2000,Türkiye,5,Riverine flood,1
2000,Türkiye,6,Ground movement,1
2000,Türkiye,6,Heat wave,1
2000,Türkiye,7,Forest fire,1
2000,Uzbekistan,8,Drought,1
2000,Viet Nam,6,Storm (General),1
2000,Viet Nam,7,Landslide (wet),1
2000,Viet Nam,7,Riverine flood,1
2000,Viet Nam,7,Storm (General),1
2000,Viet Nam,8,Storm (General),2
2000,Viet Nam,8,Tornado,1
2000,Viet Nam,8,Tropical cyclone,1
2000,Viet Nam,9,Tropical cyclone,1
2000,Viet Nam,10,Landslide (wet),1
2000,Viet Nam,11,Riverine flood,1
2001,Afghanistan,1,Cold wave,1
2001,Afghanistan,2,Ground movement,1
2001,Afghanistan,6,Ground movement,1
2001,Afghanistan,11,Cold wave,1
2001,Bangladesh,4,Storm (General),1
2001,Bangladesh,4,Tropical cyclone,1
2001,Bangladesh,5,Tropical cyclone,1
2001,Bangladesh,6,Riverine flood,1
2001,Bangladesh,8,Flood (General),1
2001,Bangladesh,10,Tornado,1
2001,Bangladesh,12,Cold wave,1
2001,Cambodia,8,Riverine flood,1
2001,Cambodia,9,Drought,1
2001,China,1,Blizzard/Winter storm,1
2001,China,2,Drought,1
2001,China,2,Ground movement,1
2001,China,3,Drought,1
2001,China,3,Lightning/Thunderstorms,1
2001,China,4,Flood (General),1
2001,China,4,Ground movement,1
2001,China,5,Ground movement,1
2001,China,5,Landslide (wet),1
2001,China,6,Flood (General),1
2001,China,6,Riverine flood,3
2001,China,6,Tropical cyclone,2
2001,China,7,Ground movement,1
2001,China,7,Landslide (wet),2
2001,China,7,Riverine flood,1
2001,China,7,Storm (General),1
2001,China,7,Tropical cyclone,3
2001,China,8,Landslide (wet),1
2001,China,8,Riverine flood,1
2001,China,8,Tropical cyclone,1
2001,China,9,Flash flood,1
2001,China,9,Landslide (wet),2
2001,China,9,Storm (General),1
2001,China,10,Ground movement,1
2001,China,12,Riverine flood,1
2001,Democratic People's Republic of Korea,8,Riverine flood,1
2001,Democratic People's Republic of Korea,10,Flash flood,1
2001,Georgia,2,Storm (General),1
2001,India,1,Cold wave,1
2001,India,1,Ground movement,1
2001,India,5,Lightning/Thunderstorms,1
2001,India,5,Tropical cyclone,1
2001,India,6,Flood (General),1
2001,India,6,Riverine flood,1
2001,India,7,Landslide (wet),1
2001,India,7,Riverine flood,2
2001,India,8,Flood (General),2
2001,India,8,Landslide (wet),1
2001,India,8,Riverine flood,1
2001,India,9,Flash flood,1
2001,India,9,Flood (General),1
2001,India,10,Tropical cyclone,1
2001,India,11,Landslide (wet),1
2001,India,12,Cold wave,1
2001,Indonesia,1,Landslide (wet),1
2001,Indonesia,2,Flash flood,1
2001,Indonesia,2,Ground movement,1
2001,Indonesia,2,Landslide (wet),1
2001,Indonesia,6,Ground movement,1
2001,Indonesia,7,Riverine flood,1
2001,Indonesia,10,Landslide (wet),2
2001,Indonesia,12,Flood (General),1
2001,Indonesia,12,Riverine flood,1
2001,Iran (Islamic Republic of),5,Flash flood,1
2001,Iran (Islamic Republic of),7,Riverine flood,1
2001,Iran (Islamic Republic of),8,Flash flood,1
2001,Iran (Islamic Republic of),10,Flash flood,1
2001,Iran (Islamic Republic of),10,Ground movement,1
2001,Japan,1,Storm (General),1
2001,Japan,3,Ground movement,1
2001,Japan,6,Flood (General),1
2001,Japan,6,Storm (General),1
2001,Japan,8,Tropical cyclone,1
2001,Japan,9,Tropical cyclone,1
2001,Kazakhstan,1,Cold wave,1
2001,Kazakhstan,5,Flood (General),1
2001,Lao People's Democratic Republic,8,Flood (General),1
2001,Malaysia,8,Flash flood,1
2001,Malaysia,10,Flood (General),2
2001,Malaysia,12,Riverine flood,1
2001,Mongolia,4,Blizzard/Winter storm,1
2001,Myanmar,6,Riverine flood,1
2001,Nepal,6,Landslide (wet),1
2001,Pakistan,1,Cold wave,1
2001,Pakistan,1,Ground movement,1
2001,Pakistan,3,Tornado,1
2001,Pakistan,7,Flash flood,1
2001,Pakistan,7,Landslide (wet),1
2001,Pakistan,7,Mudslide,1
2001,Philippines,1,Riverine flood,1
2001,Philippines,2,Tropical cyclone,1
2001,Philippines,5,Ash fall,1
2001,Philippines,7,Ash fall,1
2001,Philippines,7,Tropical cyclone,1
2001,Philippines,8,Flash flood,1
2001,Philippines,8,Storm (General),1
2001,Philippines,9,Storm (General),1
2001,Philippines,10,Flash flood,1
2001,Philippines,11,Tropical cyclone,1
2001,Philippines,12,Tropical cyclone,1
2001,Republic of Korea,1,Storm (General),1
2001,Republic of Korea,6,Drought,1
2001,Republic of Korea,7,Flash flood,2
2001,Sri Lanka,2,Flood (General),1
2001,Sri Lanka,9,Drought,1
2001,Syrian Arab Republic,2,Sand/Dust storm,1
2001,Taiwan (Province of China),6,Tropical cyclone,1
2001,Taiwan (Province of China),7,Tropical cyclone,3
2001,Taiwan (Province of China),9,Tropical cyclone,1
2001,Tajikistan,5,Landslide (wet),1
2001,Tajikistan,6,Storm (General),1
2001,Tajikistan,8,Flood (General),1
2001,Thailand,3,Flood (General),1
2001,Thailand,5,Flash flood,1
2001,Thailand,6,Flash flood,1
2001,Thailand,6,Storm (General),1
2001,Thailand,8,Flash flood,1
2001,Thailand,8,Flood (General),1
2001,Timor-Leste,6,Riverine flood,1
2001,Türkiye,3,Riverine flood,1
2001,Türkiye,5,Riverine flood,1
2001,Türkiye,6,Ground movement,1
2001,Türkiye,7,Ground movement,1
2001,Türkiye,11,Landslide (wet),1
2001,Türkiye,12,Cold wave,1
2001,Türkiye,12,Riverine flood,1
2001,Viet Nam,6,Flood (General),1
2001,Viet Nam,7,Tropical cyclone,1
2001,Viet Nam,8,Riverine flood,1
2001,Viet Nam,8,Tropical cyclone,1
2001,Viet Nam,10,Flash flood,1
2001,Viet Nam,11,Coastal flood,1
2001,Viet Nam,11,Tropical cyclone,1
2001,Yemen,6,Storm (General),1
2001,Yemen,7,Flash flood,1
2001,Yemen,8,Storm (General),1
2002,Afghanistan,2,Avalanche (wet),1
2002,Afghanistan,3,Flood (General),1
2002,Afghanistan,3,Ground movement,2
2002,Afghanistan,4,Ground movement,1
2002,Afghanistan,4,Riverine flood,2
2002,Afghanistan,8,Flood (General),1
2002,Bangladesh,3,Storm (General),1
2002,Bangladesh,4,Tropical cyclone,1
2002,Bangladesh,7,Flash flood,1
2002,Bangladesh,7,Storm (General),1
2002,Bangladesh,11,Tropical cyclone,1
2002,Bangladesh,12,Cold wave,1
2002,Cambodia,1,Drought,1
2002,Cambodia,8,Riverine flood,1
2002,China,3,Sand/Dust storm,1
2002,China,4,Drought,1
2002,China,5,Flood (General),1
2002,China,5,Riverine flood,2
2002,China,6,Drought,1
2002,China,6,Flash flood,1
2002,China,6,Landslide (wet),1
2002,China,7,Hail,1
2002,China,7,Heat wave,1
2002,China,7,Riverine flood,1
2002,China,7,Storm (General),1
2002,China,8,Coastal flood,1
2002,China,8,Flood (General),1
2002,China,8,Ground movement,1
2002,China,8,Landslide (wet),1
2002,China,8,Riverine flood,2
2002,China,9,Drought,1
2002,China,9,Landslide (wet),1
2002,China,9,Storm (General),1
2002,China,9,Tropical cyclone,1
2002,China,10,Landslide (wet),1
2002,China,10,Riverine flood,1
2002,China,12,Ground movement,1
2002,China,12,Tornado,1
2002,Democratic People's Republic of Korea,8,Riverine flood,1
2002,Democratic People's Republic of Korea,8,Tropical cyclone,1
2002,Georgia,4,Ground movement,1
2002,India,4,Hail,1
2002,India,4,Lightning/Thunderstorms,1
2002,India,4,Tropical cyclone,1
2002,India,5,Heat wave,1
2002,India,6,Riverine flood,1
2002,India,7,Drought,1
2002,India,8,Riverine flood,2
2002,India,9,Ground movement,1
2002,India,9,Riverine flood,1
2002,India,10,Flood (General),1
2002,India,10,Riverine flood,1
2002,India,11,Tropical cyclone,1
2002,India,12,Cold wave,1
2002,Indonesia,1,Riverine flood,3
2002,Indonesia,3,Riverine flood,1
2002,Indonesia,4,Riverine flood,1
2002,Indonesia,5,Riverine flood,1
2002,Indonesia,8,Forest fire,1
2002,Indonesia,8,Ground movement,1
2002,Indonesia,9,Ground movement,1
2002,Indonesia,10,Tsunami,1
2002,Indonesia,11,Ash fall,1
2002,Indonesia,11,Ground movement,1
2002,Indonesia,11,Riverine flood,1
2002,Indonesia,12,Mudslide,1
2002,Iran (Islamic Republic of),1,Riverine flood,1
2002,Iran (Islamic Republic of),2,Ground movement,1
2002,Iran (Islamic Republic of),4,Ground movement,1
2002,Iran (Islamic Republic of),4,Riverine flood,1
2002,Iran (Islamic Republic of),6,Ground movement,1
2002,Iran (Islamic Republic of),6,"Land fire (Brush, Bush, Pasture)",1
2002,Iran (Islamic Republic of),8,Riverine flood,1
2002,Iran (Islamic Republic of),9,Ground movement,1
2002,Iran (Islamic Republic of),12,Ground movement,1
2002,Japan,3,Forest fire,1
2002,Japan,7,Storm (General),1
2002,Japan,7,Tropical cyclone,2
2002,Japan,9,Storm (General),1
2002,Japan,12,Storm (General),1
2002,Jordan,12,Storm (General),1
2002,Kyrgyzstan,5,Landslide (wet),1
2002,Lao People's Democratic Republic,8,Riverine flood,1
2002,Lebanon,12,Storm (General),1
2002,Malaysia,1,Landslide (wet),1
2002,Malaysia,3,Lightning/Thunderstorms,1
2002,Mongolia,1,Storm (General),1
2002,Mongolia,12,Storm (General),1
2002,Myanmar,8,Riverine flood,1
2002,Nepal,7,Landslide (wet),1
2002,Nepal,12,Cold wave,1
2002,Oman,5,Tropical cyclone,1
2002,Pakistan,3,Ground movement,1
2002,Pakistan,5,Heat wave,1
2002,Pakistan,5,Severe weather,1
2002,Pakistan,8,Flash flood,1
2002,Pakistan,8,Riverine flood,1
2002,Pakistan,9,Flood (General),1
2002,Pakistan,11,Ground movement,2
2002,Pakistan,12,Cold wave,1
2002,Philippines,1,Riverine flood,1
2002,Philippines,3,Drought,1
2002,Philippines,3,Ground movement,1
2002,Philippines,3,Riverine flood,1
2002,Philippines,3,Storm (General),1
2002,Philippines,6,Tropical cyclone,1
2002,Philippines,7,Coastal flood,1
2002,Philippines,7,Storm (General),1
2002,Philippines,7,Tropical cyclone,2
2002,Philippines,8,Coastal flood,1
2002,Philippines,8,Storm (General),1
2002,Republic of Korea,7,Storm (General),2
2002,Republic of Korea,8,Riverine flood,1
2002,Republic of Korea,8,Tropical cyclone,1
2002,Saudi Arabia,4,Riverine flood,1
2002,Sri Lanka,12,Riverine flood,1
2002,Syrian Arab Republic,10,Landslide (wet),1
2002,Taiwan (Province of China),3,Ground movement,1
2002,Taiwan (Province of China),7,Tropical cyclone,1
2002,Taiwan (Province of China),9,Storm (General),1
2002,Tajikistan,1,Ground movement,1
2002,Tajikistan,3,Ground movement,1
2002,Tajikistan,3,Riverine flood,1
2002,Tajikistan,5,Flood (General),1
2002,Tajikistan,6,Riverine flood,1
2002,Tajikistan,8,Flash flood,1
2002,Thailand,1,Hail,1
2002,Thailand,2,Drought,1
2002,Thailand,4,Hail,1
2002,Thailand,9,Flash flood,1
2002,Thailand,9,Landslide (wet),1
2002,Thailand,10,Flash flood,1
2002,Türkiye,2,Ground movement,1
2002,Türkiye,7,Riverine flood,1
2002,Türkiye,12,Storm (General),1
2002,Viet Nam,3,Forest fire,1
2002,Viet Nam,5,Drought,1
2002,Viet Nam,7,Riverine flood,1
2002,Viet Nam,9,Riverine flood,2
2002,Viet Nam,10,Lightning/Thunderstorms,1
2002,Yemen,4,Flood (General),1
2002,Yemen,7,Riverine flood,2
2002,Yemen,8,Riverine flood,1
2003,Afghanistan,1,Flash flood,1
2003,Afghanistan,3,Riverine flood,1
2003,Afghanistan,4,Flash flood,1
