Start Year,Country,Disaster Subtype,COUNT
2001,Ecuador,Ash fall,1
2001,Ecuador,Flash flood,1
2001,Ecuador,Riverine flood,1
2001,El Salvador,Drought,1
2001,El Salvador,Flash flood,1
2001,El Salvador,Ground movement,2
2001,Guatemala,Cold wave,1
2001,Guatemala,Drought,1
2001,Guatemala,Ground movement,1
2001,Guatemala,Tropical cyclone,1
2001,Haiti,Riverine flood,1
2001,Haiti,Tropical cyclone,1
2001,Honduras,Drought,1
2001,Honduras,Tropical cyclone,1
2001,Jamaica,Tropical cyclone,1
2001,Mexico,Flash flood,1
2001,Mexico,Tropical cyclone,5
2001,Nicaragua,Drought,1
2001,Nicaragua,Tropical cyclone,1
2001,Panama,Flood (General),1
2001,Peru,Flash flood,1
2001,Peru,Ground movement,2
2001,Peru,Landslide (wet),1
2001,Peru,Riverine flood,2
2001,Peru,Tsunami,1
2001,Puerto Rico,Riverine flood,1
2001,United States of America,Blizzard/Winter storm,1
2001,United States of America,Flood (General),1
2001,United States of America,Forest fire,3
2001,United States of America,Ground movement,1
2001,United States of America,Heat wave,1
2001,United States of America,Riverine flood,4
2001,United States of America,Storm (General),3
2001,United States of America,Tornado,12
2001,United States of America,Tropical cyclone,1
2001,Uruguay,Flood (General),1
2002,Argentina,Cold wave,1
2002,Argentina,Ground movement,1
2002,Argentina,Riverine flood,1
2002,Argentina,Storm (General),1
2002,Barbados,Tropical cyclone,1
2002,Bolivia (Plurinational State of),Blizzard/Winter storm,1
2002,Bolivia (Plurinational State of),Forest fire,1
2002,Bolivia (Plurinational State of),Riverine flood,1
2002,Brazil,Drought,1
2002,Brazil,Mudslide,2
2002,Brazil,Riverine flood,2
2002,Canada,Forest fire,1
2002,Canada,Riverine flood,1
2002,Cayman Islands,Tropical cyclone,2
2002,Chile,Cold wave,1
2002,Chile,Forest fire,1
2002,Chile,Riverine flood,3
2002,Colombia,Flood (General),1
2002,Colombia,Mudslide,1
2002,Colombia,Riverine flood,3
2002,Costa Rica,Riverine flood,2
2002,Cuba,Riverine flood,1
2002,Cuba,Tropical cyclone,2
2002,Dominican Republic,Flood (General),1
2002,Ecuador,Ash fall,2
2002,Ecuador,Flood (General),1
2002,Ecuador,Landslide (dry),1
2002,Ecuador,Riverine flood,1
2002,El Salvador,Riverine flood,1
2002,El Salvador,Tropical cyclone,1
2002,Grenada,Tropical cyclone,1
2002,Guatemala,Ash fall,1
2002,Guatemala,Mudslide,1
2002,Guatemala,Riverine flood,1
2002,Guatemala,Tropical cyclone,1
2002,Haiti,Flash flood,1
2002,Haiti,Tropical cyclone,1
2002,Honduras,Coastal flood,1
2002,Honduras,Drought,1
2002,Honduras,Flood (General),1
2002,Honduras,Riverine flood,1
2002,Jamaica,Riverine flood,1
2002,Jamaica,Tropical cyclone,2
2002,Mexico,Ash fall,1
2002,Mexico,Cold wave,1
2002,Mexico,Drought,1
2002,Mexico,Flash flood,1
2002,Mexico,Riverine flood,1
2002,Mexico,Tropical cyclone,3
2002,Nicaragua,Forest fire,1
2002,Nicaragua,Riverine flood,1
2002,Nicaragua,Tropical cyclone,1
2002,Panama,Riverine flood,2
2002,Paraguay,Hail,1
2002,Paraguay,Riverine flood,1
2002,Peru,Blizzard/Winter storm,1
2002,Peru,Drought,1
2002,Peru,Riverine flood,3
2002,Saint Vincent and the Grenadines,Tropical cyclone,1
2002,United States of America,Blizzard/Winter storm,4
2002,United States of America,Drought,1
2002,United States of America,Forest fire,7
2002,United States of America,Heat wave,1
2002,United States of America,"Land fire (Brush, Bush, Pasture)",1
2002,United States of America,Riverine flood,4
2002,United States of America,Storm (General),4
